ID_Transaccion,Fecha,ID_Cuenta,ID_Tarjeta,ID_Sucursal,Monto,SaldoActual
TR004658,2025-06-12,CU00226,T000863,S016,754,7940
TR004659,2024-09-09,CU00067,T000595,S019,1176,7389
TR004660,2024-10-28,CU01221,T001022,S015,831,2123
TR004661,2024-12-24,CU00835,T000460,S018,94,976
TR004662,2025-01-06,CU01047,T001102,S012,435,7290
TR004663,2024-08-16,CU00999,T000434,S014,1807,2626
TR004664,2025-01-09,CU00237,T000888,S003,1455,8636
TR004665,2024-12-05,CU00957,T000783,S004,457,3772
TR004666,2025-01-13,CU00919,T000988,S006,1454,2013
TR004667,2024-10-27,CU01162,T000169,S016,229,2545
TR004668,2024-10-07,CU00473,T000709,S013,30,9076
TR004669,2024-09-14,CU00553,T000965,S012,1649,1587
TR004670,2025-03-01,CU00695,T001286,S012,335,4991
TR004671,2025-05-06,CU01253,T000727,S002,660,5334
TR004672,2025-03-08,CU00317,T000229,S013,569,549
TR004673,2025-04-13,CU00598,T001185,S003,177,1527
TR004674,2024-11-15,CU00768,T000427,S013,824,2695
TR004675,2024-07-12,CU00886,T000122,S002,568,2376
TR004676,2024-10-01,CU00561,T000149,S019,409,5865
TR004677,2024-07-08,CU01225,T000852,S009,777,8535
TR004678,2024-10-06,CU00258,T000705,S020,1261,2212
TR004679,2025-02-12,CU01202,T000111,S001,1302,9237
TR004680,2025-02-10,CU00757,T001245,S013,77,1126
TR004681,2025-06-20,CU00123,T000064,S002,933,9815
TR004682,2025-05-03,CU00342,T000638,S015,636,3792
TR004683,2024-09-19,CU01195,T000909,S019,540,3149
TR004684,2024-06-28,CU01083,T000013,S016,1678,6246
TR004685,2024-07-03,CU01489,T000934,S011,1182,7684
TR004686,2024-10-29,CU00260,T001177,S015,1191,7198
TR004687,2025-02-23,CU01397,T000239,S006,1209,5979
TR004688,2025-06-20,CU00095,T001214,S014,1413,8352
TR004689,2024-12-26,CU01149,T000663,S006,12,5153
TR004690,2024-10-17,CU00041,T001110,S019,1955,3706
TR004691,2024-12-07,CU00254,T001045,S005,169,6769
TR004692,2024-10-19,CU00007,T000694,S011,831,489
TR004693,2024-12-19,CU01495,T001182,S004,1450,4716
TR004694,2025-06-02,CU00728,T000971,S009,1917,9967
TR004695,2024-12-03,CU00069,T000964,S009,449,352
TR004696,2024-11-22,CU01105,T000076,S017,1518,8152
TR004697,2024-10-22,CU00542,T000329,S008,449,3266
TR004698,2024-10-29,CU01286,T001227,S015,1130,795
TR004699,2025-02-08,CU00089,T001253,S009,1790,6023
TR004700,2025-04-13,CU01232,T000152,S005,427,4848
TR004701,2025-05-22,CU00213,T000072,S004,956,7965
TR004702,2025-01-27,CU00834,T000225,S020,916,1605
TR004703,2024-09-23,CU00266,T000473,S018,1122,2843
TR004704,2025-02-06,CU00912,T000360,S009,631,4754
TR004705,2024-10-13,CU00293,T000540,S003,226,7989
TR004706,2025-02-05,CU01231,T000811,S009,447,1398
TR004707,2025-01-22,CU00333,T000609,S009,1911,4790
TR004708,2025-02-03,CU01101,T001070,S004,1688,3968
TR004709,2025-04-04,CU01312,T000001,S007,1500,7700
TR004710,2024-08-04,CU01005,T000678,S007,203,7300
TR004711,2025-03-07,CU00047,T001269,S008,968,315
TR004712,2025-01-10,CU00622,T001243,S001,675,6344
TR004713,2025-01-15,CU01224,T000291,S009,1321,279
TR004714,2025-06-12,CU00427,T000204,S012,634,2786
TR004715,2025-04-19,CU00210,T001226,S006,16,7755
TR004716,2024-12-06,CU00888,T000566,S013,1402,5679
TR004717,2025-03-09,CU01444,T000482,S005,1360,476
TR004718,2025-01-25,CU00154,T000511,S019,618,7060
TR004719,2025-05-29,CU00415,T000924,S001,1798,8145
TR004720,2024-08-13,CU01377,T000278,S018,1044,1927
TR004721,2024-10-01,CU01181,T001005,S008,440,7872
TR004722,2025-03-02,CU01285,T000016,S008,1268,5952
TR004723,2024-09-20,CU01101,T000356,S015,1268,7677
TR004724,2025-02-16,CU00769,T000356,S019,971,2427
TR004725,2024-09-16,CU00983,T000830,S010,392,9794
TR004726,2024-10-31,CU01155,T000599,S016,724,9044
TR004727,2025-01-14,CU00579,T001102,S011,736,7684
TR004728,2024-11-10,CU01479,T000928,S012,1889,8541
TR004729,2025-05-24,CU00740,T001091,S016,1286,7372
TR004730,2024-10-10,CU00163,T000859,S016,220,2920
TR004731,2024-09-28,CU01039,T000214,S020,1032,4836
TR004732,2024-08-26,CU01256,T000449,S003,446,6570
TR004733,2025-03-21,CU00195,T000965,S009,14,9181
TR004734,2025-05-22,CU00542,T001139,S008,387,5701
TR004735,2025-05-23,CU00359,T000787,S010,642,4966
TR004736,2024-07-01,CU00850,T000499,S013,1046,6620
TR004737,2025-03-17,CU01355,T000710,S018,225,2843
TR004738,2024-09-05,CU00427,T000380,S013,235,4676
TR004739,2025-05-20,CU00497,T001167,S013,1365,7283
TR004740,2024-12-12,CU00828,T000740,S015,1990,6500
TR004741,2025-04-24,CU00486,T000632,S013,1000,7855
TR004742,2025-03-08,CU01473,T001048,S016,711,3196
TR004743,2025-01-30,CU01437,T000539,S008,1158,8121
TR004744,2025-03-22,CU00330,T000945,S019,1202,8290
TR004745,2025-05-24,CU00889,T001099,S010,1580,1185
TR004746,2024-11-26,CU00991,T000753,S012,1544,3829
TR004747,2025-03-24,CU01171,T000535,S014,792,4428
TR004748,2025-03-21,CU00259,T000673,S006,1563,1587
TR004749,2024-10-21,CU00292,T001065,S009,437,8640
TR004750,2025-04-19,CU00143,T000568,S007,1075,7553
TR004751,2024-11-22,CU00747,T000415,S006,1948,8705
TR004752,2024-07-11,CU00627,T000449,S001,1467,7437
TR004753,2025-05-02,CU01389,T000610,S014,581,7202
TR004754,2024-07-20,CU00090,T000658,S006,1993,1109
TR004755,2024-08-30,CU00720,T000436,S012,1305,4482
TR004756,2024-10-31,CU01188,T000705,S017,1068,6805
TR004757,2025-05-15,CU00481,T000239,S005,687,9073
TR004758,2024-07-28,CU00084,T001066,S011,1655,3179
TR004759,2025-03-10,CU01101,T000734,S005,365,4552
TR004760,2024-07-22,CU00673,T000800,S012,1912,2286
TR004761,2025-05-04,CU00517,T000010,S003,269,5730
TR004762,2024-09-04,CU00485,T000747,S009,1717,9498
TR004763,2024-10-28,CU00782,T001289,S006,1589,4618
TR004764,2024-11-15,CU00104,T000139,S002,1317,404
TR004765,2024-12-17,CU01476,T000731,S002,1727,5238
TR004766,2025-01-17,CU00339,T000196,S012,1218,3554
TR004767,2024-07-27,CU00687,T001098,S008,1395,6182
TR004768,2024-11-03,CU00900,T001249,S002,1576,5449
TR004769,2025-04-05,CU00607,T001126,S009,78,950
TR004770,2025-05-05,CU00223,T000264,S016,189,5827
TR004771,2025-04-11,CU01033,T000945,S015,1631,8786
TR004772,2025-05-06,CU01077,T000920,S014,1414,3655
TR004773,2025-03-10,CU01101,T000161,S020,1049,2774
TR004774,2024-07-10,CU00503,T001257,S004,1639,3530
TR004775,2024-08-08,CU01340,T000491,S004,1326,7640
TR004776,2025-06-20,CU00822,T000770,S011,671,3249
TR004777,2024-10-18,CU00624,T000311,S018,358,3447
TR004778,2025-06-08,CU00165,T000227,S005,1744,4049
TR004779,2025-01-18,CU01303,T000273,S002,959,604
TR004780,2025-02-22,CU01051,T000938,S015,1883,7865
TR004781,2025-04-10,CU01094,T000317,S011,1118,2754
TR004782,2024-10-25,CU01242,T001110,S017,1860,3506
TR004783,2024-07-21,CU01389,T000291,S016,1575,3617
TR004784,2024-07-19,CU01330,T000729,S015,336,5512
TR004785,2024-11-30,CU01148,T000375,S003,1188,5357
TR004786,2025-05-15,CU00019,T000567,S020,903,1679
TR004787,2024-06-29,CU01281,T000868,S015,341,413
TR004788,2025-03-28,CU01320,T000755,S019,834,4415
TR004789,2024-09-19,CU01046,T000252,S013,567,2787
TR004790,2024-08-01,CU00989,T000307,S016,72,7410
TR004791,2025-04-16,CU00450,T000675,S012,1066,5623
TR004792,2024-10-16,CU00552,T000868,S017,411,4599
TR004793,2025-01-27,CU01072,T000264,S016,898,4674
TR004794,2025-02-27,CU00695,T000068,S009,838,6965
TR004795,2024-09-09,CU00587,T001131,S006,644,7827
TR004796,2025-03-26,CU00721,T001223,S019,21,9115
TR004797,2025-05-22,CU01207,T001216,S013,1025,4415
TR004798,2024-10-27,CU01459,T000514,S008,678,2514
TR004799,2025-04-10,CU00107,T000769,S012,1596,5415
TR004800,2024-06-29,CU01212,T000442,S009,1100,4879
TR004801,2024-12-16,CU00776,T000001,S004,603,3920
TR004802,2025-03-17,CU01110,T000358,S013,1422,5906
TR004803,2024-12-29,CU01480,T001139,S002,1743,2069
TR004804,2025-06-28,CU01161,T000903,S003,88,1859
TR004805,2025-05-07,CU00898,T001221,S005,1618,3225
TR004806,2025-04-09,CU00336,T000274,S018,17,6666
TR004807,2024-11-25,CU00607,T000856,S014,1353,7965
TR004808,2025-06-12,CU00838,T001018,S002,943,2381
TR004809,2024-10-07,CU01493,T001184,S015,1234,5329
TR004810,2024-10-22,CU00602,T000173,S008,824,1223
TR004811,2025-04-07,CU00403,T000585,S016,383,5931
TR004812,2025-06-11,CU00540,T000929,S003,1589,1334
TR004813,2024-08-20,CU01096,T000481,S020,640,6976
TR004814,2024-10-15,CU00024,T000455,S020,1170,7670
TR004815,2024-10-25,CU00624,T000196,S005,453,6056
TR004816,2025-01-04,CU01080,T000796,S004,816,774
TR004817,2024-11-05,CU00986,T000599,S012,1417,5613
TR004818,2025-03-23,CU00223,T000556,S019,310,2405
TR004819,2024-12-25,CU00179,T000848,S015,931,1368
TR004820,2024-07-06,CU00800,T000439,S013,492,5197
TR004821,2025-05-10,CU00434,T000650,S005,760,3321
TR004822,2024-08-09,CU01474,T000359,S012,1454,4819
TR004823,2025-05-22,CU00793,T001060,S019,1,4294
TR004824,2024-09-28,CU00884,T001058,S002,41,1349
TR004825,2024-12-03,CU00492,T001112,S007,1609,4129
TR004826,2025-03-17,CU01213,T000658,S005,672,2960
TR004827,2024-10-16,CU00810,T000016,S020,212,3613
TR004828,2024-11-28,CU00961,T000745,S011,1357,3319
TR004829,2025-04-10,CU00420,T000421,S018,1832,8470
TR004830,2024-12-28,CU01273,T000553,S018,1675,2299
TR004831,2025-02-18,CU00649,T000767,S007,1470,5030
TR004832,2024-07-15,CU01188,T000793,S010,1966,4777
TR004833,2024-09-21,CU01279,T001150,S020,304,5572
TR004834,2025-04-25,CU00476,T001032,S014,1579,6808
TR004835,2025-05-13,CU01441,T000880,S020,691,7941
TR004836,2024-10-25,CU00170,T000852,S020,1725,7930
TR004837,2025-05-27,CU01341,T000510,S011,1782,2629
TR004838,2025-05-13,CU00174,T001200,S002,1834,9227
TR004839,2025-01-26,CU00470,T000966,S013,1178,7570
TR004840,2024-09-19,CU00345,T000914,S013,616,9248
TR004841,2024-10-10,CU00445,T000018,S009,523,2573
TR004842,2025-06-02,CU01042,T000056,S017,25,1185
TR004843,2024-08-18,CU01094,T000919,S015,808,7462
TR004844,2024-11-15,CU01362,T001059,S016,25,4762
TR004845,2025-04-30,CU00628,T000902,S010,596,3534
TR004846,2025-01-16,CU00592,T000630,S020,1130,7828
TR004847,2024-07-05,CU00527,T000794,S012,1777,2765
TR004848,2024-07-28,CU00456,T000347,S005,1143,9393
TR004849,2025-05-15,CU01293,T001056,S020,1995,8575
TR004850,2024-11-04,CU00811,T000908,S017,108,4571
TR004851,2025-02-05,CU00188,T001024,S010,1354,6619
TR004852,2025-02-27,CU01021,T001157,S006,180,887
TR004853,2024-07-25,CU00711,T000576,S020,881,9148
TR004854,2024-10-30,CU00529,T000199,S006,131,9990
TR004855,2024-10-24,CU00434,T001280,S012,1831,7005
TR004856,2024-11-30,CU00288,T001255,S019,603,8088
TR004857,2025-05-06,CU00499,T000301,S002,1955,7306
TR004858,2025-02-23,CU01465,T001017,S013,753,2233
TR004859,2025-05-01,CU00303,T000026,S020,759,2521
TR004860,2024-08-13,CU00087,T000450,S011,168,4031
TR004861,2025-06-13,CU00830,T000320,S015,223,6125
TR004862,2024-11-27,CU00438,T000156,S013,469,5427
TR004863,2025-04-12,CU00541,T000471,S003,278,8916
TR004864,2024-09-12,CU01046,T000420,S014,190,7226
TR004865,2024-07-11,CU00833,T001137,S008,531,9892
TR004866,2024-11-14,CU00797,T000651,S009,1550,8292
TR004867,2024-08-18,CU00560,T000886,S015,1779,4605
TR004868,2024-09-13,CU00762,T000930,S018,621,6981
TR004869,2025-04-24,CU00467,T000835,S008,1970,9701
TR004870,2025-05-20,CU01125,T000876,S011,1214,6623
TR004871,2024-12-18,CU00675,T000942,S005,218,898
TR004872,2024-09-20,CU00685,T000994,S015,1323,9234
TR004873,2025-03-16,CU01165,T000572,S015,1335,3562
TR004874,2024-11-11,CU00138,T000054,S007,236,7595
TR004875,2024-07-22,CU00578,T000605,S018,168,1427
TR004876,2024-12-19,CU00710,T000325,S012,780,7549
TR004877,2025-02-08,CU00228,T000970,S012,193,8986
TR004878,2025-06-26,CU00281,T000885,S004,242,285
TR004879,2024-07-20,CU00684,T000265,S011,1186,8769
TR004880,2024-10-30,CU00828,T000382,S006,1900,7131
TR004881,2024-07-01,CU00431,T001237,S010,1363,6784
TR004882,2025-03-16,CU01064,T000333,S015,791,9977
TR004883,2025-04-04,CU01235,T001034,S001,455,9283
TR004884,2025-02-05,CU00302,T000203,S017,1159,7691
TR004885,2024-07-07,CU01110,T000058,S003,193,2849
TR004886,2024-10-31,CU01421,T001247,S011,1426,3045
TR004887,2024-09-15,CU01277,T000547,S018,392,6662
TR004888,2024-12-07,CU00533,T000871,S010,601,3498
TR004889,2025-01-19,CU00769,T000103,S009,1066,8486
TR004890,2024-06-29,CU01405,T001185,S007,93,8160
TR004891,2025-06-26,CU00444,T001224,S011,1239,178
TR004892,2025-04-29,CU01057,T001184,S008,349,1221
TR004893,2025-03-28,CU00260,T000865,S002,513,3321
TR004894,2025-06-07,CU01258,T001160,S005,1359,9077
TR004895,2025-04-03,CU01332,T000398,S009,1423,2961
TR004896,2025-05-24,CU00739,T000392,S001,924,8738
TR004897,2025-03-01,CU00796,T000106,S017,1188,4318
TR004898,2024-12-24,CU00070,T001078,S010,106,5829
TR004899,2024-12-13,CU01478,T000111,S008,1256,2823
TR004900,2024-08-20,CU01463,T000224,S018,992,9873
TR004901,2025-05-09,CU01388,T000075,S010,1582,458
TR004902,2025-03-02,CU00983,T000506,S009,717,2386
TR004903,2025-04-17,CU00481,T001038,S004,1557,1865
TR004904,2024-09-29,CU01168,T000770,S002,1201,904
TR004905,2024-09-05,CU00024,T000482,S019,1703,5749
TR004906,2025-04-25,CU00965,T001213,S010,1318,2830
TR004907,2025-06-16,CU01449,T000364,S017,1289,6091
TR004908,2025-01-26,CU00746,T000239,S003,788,7925
TR004909,2024-09-01,CU00845,T000846,S019,1876,242
TR004910,2024-12-21,CU01199,T000985,S019,1544,9415
TR004911,2025-04-24,CU00325,T001115,S019,1294,383
TR004912,2025-01-25,CU01372,T000392,S019,1854,7192
TR004913,2025-04-28,CU00798,T001208,S015,1236,483
TR004914,2025-03-06,CU00018,T001041,S018,1187,1678
TR004915,2024-08-07,CU00044,T000965,S017,823,3045
TR004916,2024-09-02,CU00155,T000012,S010,1581,723
TR004917,2024-12-06,CU00867,T001190,S014,917,644
TR004918,2025-05-19,CU00922,T000146,S019,1769,7686
TR004919,2024-08-12,CU01401,T000169,S018,1077,1013
TR004920,2024-09-15,CU00743,T000847,S011,1257,2643
TR004921,2025-02-08,CU01426,T000170,S011,1462,1847
TR004922,2025-05-25,CU00225,T000765,S012,854,2263
TR004923,2025-01-09,CU00217,T000499,S008,683,9335
TR004924,2025-02-18,CU00031,T001166,S016,1023,9607
TR004925,2025-03-04,CU01083,T000897,S008,1542,1477
TR004926,2024-11-14,CU00898,T001077,S014,951,5808
TR004927,2024-09-17,CU01377,T000118,S018,44,8514
TR004928,2024-12-28,CU00935,T000365,S004,603,4631
TR004929,2025-03-19,CU00445,T000136,S017,1732,2253
TR004930,2025-03-02,CU01259,T001101,S013,1540,2799
TR004931,2024-11-16,CU01131,T000557,S005,633,3420
TR004932,2024-06-29,CU01215,T000018,S003,1599,666
TR004933,2025-03-27,CU00530,T000403,S009,92,2142
TR004934,2024-11-28,CU00738,T000205,S020,759,8921
TR004935,2024-10-29,CU00874,T000499,S018,731,2835
TR004936,2025-05-13,CU00566,T000324,S020,954,5573
TR004937,2025-01-29,CU01269,T000595,S019,1462,824
TR004938,2024-10-21,CU00076,T000562,S019,337,7919
TR004939,2025-06-28,CU00547,T001190,S016,1767,4148
TR004940,2025-03-28,CU00267,T001267,S001,1318,7080
TR004941,2024-08-30,CU00317,T000479,S005,700,2998
TR004942,2024-11-16,CU01145,T000164,S015,1844,1564
TR004943,2025-04-06,CU00025,T000324,S012,925,9599
TR004944,2025-03-27,CU01456,T000551,S001,680,5714
TR004945,2025-06-06,CU00160,T000831,S014,967,7189
TR004946,2025-04-08,CU00596,T000640,S018,264,253
TR004947,2025-03-16,CU01138,T000634,S018,105,6863
TR004948,2024-07-08,CU00900,T000759,S006,224,6559
TR004949,2024-11-04,CU00502,T000208,S001,1443,4166
TR004950,2025-04-03,CU01190,T000315,S017,978,910
TR004951,2024-07-03,CU01013,T000304,S018,115,250
TR004952,2025-04-23,CU00703,T000901,S015,891,8237
TR004953,2024-12-20,CU01199,T000239,S012,1259,9370
TR004954,2024-11-11,CU00001,T000804,S013,1808,878
TR004955,2025-04-08,CU00741,T001248,S020,1298,4349
TR004956,2025-05-28,CU01110,T001112,S002,1979,4068
TR004957,2024-11-29,CU00320,T001244,S004,1254,7767
TR004958,2025-03-28,CU01425,T000275,S003,729,4696
TR004959,2024-07-10,CU00382,T000954,S019,34,7457
TR004960,2025-02-01,CU01342,T001090,S008,1412,2653
TR004961,2025-04-18,CU01274,T000255,S012,1733,4203
TR004962,2025-05-18,CU00898,T000125,S012,1525,5904
TR004963,2025-02-10,CU00717,T001170,S010,895,4664
TR004964,2024-07-20,CU01280,T000615,S001,462,6564
TR004965,2025-04-30,CU00307,T000385,S005,449,6815
TR004966,2025-04-20,CU01168,T000447,S020,829,3778
TR004967,2025-02-16,CU00391,T000387,S011,1238,3805
TR004968,2025-05-31,CU01193,T000383,S009,1070,3458
TR004969,2025-06-26,CU00990,T000124,S014,405,9144
TR004970,2025-06-04,CU00298,T001291,S003,333,4282
TR004971,2024-12-05,CU00233,T001135,S005,240,4065
TR004972,2025-06-24,CU00271,T001182,S009,1278,5300
TR004973,2024-12-07,CU01084,T000728,S018,228,4729
TR004974,2024-08-14,CU01320,T000896,S006,733,6433
TR004975,2025-02-10,CU01491,T001142,S007,891,7865
TR004976,2025-04-16,CU01259,T000328,S016,166,5703
TR004977,2024-09-17,CU00677,T000694,S008,585,4574
TR004978,2024-09-05,CU00706,T001092,S010,737,8747
TR004979,2024-09-08,CU00234,T000359,S005,1535,7275
TR004980,2024-11-22,CU01392,T001003,S011,598,329
TR004981,2025-05-31,CU00845,T000797,S013,593,6907
TR004982,2024-11-17,CU01256,T000443,S020,1980,5694
TR004983,2025-03-04,CU00491,T000164,S002,727,5119
TR004984,2025-02-01,CU00503,T000973,S014,1700,3577
TR004985,2025-03-14,CU00890,T000361,S009,1414,3458
TR004986,2024-12-12,CU00592,T000585,S010,1776,859
TR004987,2025-02-15,CU00746,T001143,S010,1447,1466
TR004988,2025-02-24,CU01405,T000853,S010,925,8616
TR004989,2024-08-12,CU00428,T001011,S019,1435,976
TR004990,2025-01-01,CU00697,T001219,S011,1605,266
TR004991,2025-05-17,CU00646,T001024,S011,649,3764
TR004992,2024-08-29,CU00732,T000241,S003,1688,7563
TR004993,2024-06-28,CU00800,T000666,S019,447,8872
TR004994,2025-03-26,CU00364,T000565,S001,1427,7450
TR004995,2024-08-14,CU00202,T001166,S012,97,5795
TR004996,2024-07-26,CU00882,T000832,S015,379,9401
TR004997,2024-10-08,CU00146,T000976,S014,670,8152
TR004998,2024-08-27,CU00836,T000031,S003,1210,9464
TR004999,2024-09-02,CU00639,T000223,S020,1704,9063
TR005000,2024-08-19,CU01481,T000266,S013,1268,1027
TR005001,2024-08-24,CU00135,T000788,S018,631,8897
TR005002,2024-11-15,CU00626,T000381,S016,708,4200
TR005003,2024-10-05,CU01288,T000556,S006,503,4194
TR005004,2024-12-22,CU00064,T000062,S010,288,7083
TR005005,2024-08-02,CU00491,T000713,S017,369,7294
TR005006,2024-10-22,CU00041,T000847,S017,65,9293
TR005007,2024-09-06,CU01320,T000521,S008,162,4073
TR005008,2024-10-03,CU01027,T001095,S004,597,7844
TR005009,2025-06-26,CU00913,T000602,S015,927,513
TR005010,2025-04-05,CU00975,T000140,S001,571,6028
TR005011,2024-08-31,CU01134,T000590,S007,974,2114
TR005012,2024-12-30,CU01245,T000528,S010,1818,9779
TR005013,2025-06-20,CU01394,T000541,S007,662,9074
TR005014,2025-05-28,CU00368,T000375,S001,1442,8818
TR005015,2025-03-24,CU01460,T000291,S017,481,100
TR005016,2025-01-21,CU00918,T000043,S012,1657,8562
TR005017,2024-08-08,CU01028,T001077,S017,269,2631
TR005018,2024-12-07,CU00244,T001256,S015,1791,1171
TR005019,2025-05-16,CU00902,T001236,S016,736,8985
TR005020,2024-09-19,CU00166,T000008,S014,567,2987
TR005021,2025-05-05,CU01050,T000483,S003,1672,6616
TR005022,2024-12-26,CU01419,T000042,S019,1214,8005
TR005023,2024-11-14,CU01498,T000333,S012,406,2095
TR005024,2024-11-20,CU01041,T001257,S019,765,3677
TR005025,2025-05-12,CU00728,T001094,S018,1513,6309
TR005026,2025-05-29,CU01116,T001040,S014,1336,1809
TR005027,2024-08-28,CU00483,T000069,S020,1620,2199
TR005028,2025-03-14,CU00543,T000053,S009,1941,6217
TR005029,2024-11-04,CU01229,T000685,S003,866,8761
TR005030,2024-12-05,CU00931,T000994,S012,1713,2390
TR005031,2025-02-08,CU00400,T000527,S020,1118,8628
TR005032,2025-06-06,CU01231,T000063,S017,390,8070
TR005033,2024-10-29,CU00619,T000261,S005,547,855
TR005034,2025-02-01,CU01170,T001145,S008,1435,7312
TR005035,2024-07-02,CU00879,T000858,S019,1236,2199
TR005036,2025-04-12,CU00101,T001264,S004,1662,512
TR005037,2025-05-04,CU00880,T001131,S015,1393,4203
TR005038,2024-10-10,CU00830,T000180,S019,742,3093
TR005039,2024-12-23,CU01265,T001040,S015,1192,346
TR005040,2025-04-18,CU00759,T000355,S014,1038,7662
TR005041,2025-02-28,CU00163,T000934,S016,586,7077
TR005042,2024-09-12,CU01197,T000727,S010,1588,7606
TR005043,2025-06-27,CU00502,T000589,S014,874,8703
TR005044,2024-08-02,CU00547,T000605,S020,1231,7195
TR005045,2024-09-21,CU01308,T000181,S011,1832,3467
TR005046,2024-07-03,CU01383,T000174,S002,43,2789
TR005047,2025-04-07,CU00381,T000354,S019,880,687
TR005048,2024-08-21,CU00870,T000354,S003,1466,1568
TR005049,2025-04-13,CU00905,T001243,S004,1539,332
TR005050,2024-07-22,CU01187,T000434,S011,911,6985
TR005051,2025-04-23,CU01002,T000905,S013,1965,8111
TR005052,2024-08-12,CU00609,T000282,S018,607,7240
TR005053,2025-01-28,CU00307,T000259,S018,1419,1986
TR005054,2024-07-14,CU01363,T000868,S019,238,409
TR005055,2024-09-11,CU00055,T000559,S012,1703,8180
TR005056,2025-01-18,CU00983,T000005,S001,1555,9235
TR005057,2025-05-20,CU00333,T000596,S006,719,9199
TR005058,2024-07-20,CU00127,T000394,S003,742,2848
TR005059,2024-12-14,CU00705,T000336,S017,404,1700
TR005060,2024-08-24,CU00243,T000063,S003,214,645
TR005061,2025-01-07,CU00600,T000044,S001,1991,3923
TR005062,2024-10-05,CU01433,T000153,S003,1592,3414
TR005063,2025-06-20,CU00503,T000854,S004,846,5030
TR005064,2025-03-25,CU00604,T001180,S006,1398,5829
TR005065,2024-08-03,CU00303,T000275,S007,132,8091
TR005066,2024-08-14,CU01488,T000426,S008,9,5661
TR005067,2024-10-03,CU00235,T000483,S013,1767,1941
TR005068,2025-04-12,CU01062,T000214,S004,153,1736
TR005069,2024-07-19,CU00139,T000079,S006,431,7676
TR005070,2024-08-13,CU00195,T000139,S011,483,1775
TR005071,2024-10-21,CU00647,T000950,S001,305,1890
TR005072,2025-05-14,CU00001,T000098,S008,1947,3244
TR005073,2025-04-13,CU00561,T000664,S002,284,7067
TR005074,2025-02-08,CU01120,T000198,S008,472,255
TR005075,2025-02-09,CU00713,T000785,S020,993,7014
TR005076,2025-01-30,CU00413,T000156,S009,190,9225
TR005077,2025-06-06,CU00538,T001074,S004,1552,8867
TR005078,2024-09-08,CU00429,T000479,S017,512,9625
TR005079,2025-03-22,CU00235,T000228,S007,343,3207
TR005080,2025-04-26,CU00349,T000522,S010,1454,4443
TR005081,2024-08-26,CU00396,T000149,S005,715,9743
TR005082,2024-12-06,CU01375,T001082,S010,1710,5263
TR005083,2024-09-16,CU00416,T000162,S012,680,4648
TR005084,2024-10-24,CU00916,T000863,S020,1875,5338
TR005085,2024-09-16,CU01075,T001131,S006,1058,7616
TR005086,2024-10-30,CU00081,T000395,S001,471,6936
TR005087,2025-03-06,CU00036,T000801,S003,1418,1039
TR005088,2025-01-16,CU01091,T000186,S007,741,9385
TR005089,2025-01-11,CU00641,T000558,S011,1519,7190
TR005090,2024-09-28,CU00882,T000446,S012,513,4041
TR005091,2025-03-14,CU00757,T000830,S009,1346,4462
TR005092,2024-11-02,CU00623,T000087,S001,1139,1561
TR005093,2025-05-04,CU00468,T001273,S004,1238,8035
TR005094,2024-12-13,CU01166,T001281,S002,1790,9502
TR005095,2025-05-28,CU00356,T000438,S002,145,3398
TR005096,2025-01-31,CU00709,T000516,S017,559,160
TR005097,2025-03-24,CU01495,T000947,S002,792,2315
TR005098,2024-12-13,CU01020,T001226,S004,1202,6375
TR005099,2025-04-01,CU00902,T000756,S011,1749,4917
TR005100,2025-04-07,CU00673,T000797,S019,360,4202
TR005101,2025-03-13,CU00439,T001204,S013,285,5931
TR005102,2024-08-12,CU00531,T000686,S018,1269,350
TR005103,2025-03-30,CU00127,T000325,S019,765,1699
TR005104,2025-06-03,CU00205,T000623,S015,1230,7529
TR005105,2025-03-14,CU00029,T000687,S012,584,2267
TR005106,2025-01-26,CU00445,T000400,S011,1758,6291
TR005107,2024-08-20,CU00966,T000868,S001,1366,9577
TR005108,2024-11-15,CU00464,T000217,S016,727,1568
TR005109,2024-09-21,CU01304,T000809,S013,1384,4133
TR005110,2024-10-31,CU00151,T000961,S006,1523,1602
TR005111,2024-10-19,CU00240,T001001,S006,1165,9546
TR005112,2025-01-12,CU00266,T000932,S010,960,6700
TR005113,2024-08-08,CU01129,T000240,S002,1692,4914
TR005114,2024-07-23,CU01457,T001210,S003,1246,5144
TR005115,2024-10-06,CU00913,T000048,S006,1413,127
TR005116,2024-08-11,CU00497,T001232,S016,1354,7998
TR005117,2024-10-08,CU01464,T001181,S006,743,9192
TR005118,2024-09-15,CU00685,T001249,S013,1417,9140
TR005119,2025-01-03,CU00158,T001168,S004,654,200
TR005120,2024-07-13,CU00172,T001135,S015,358,4610
TR005121,2024-07-30,CU00494,T000875,S006,1418,7494
TR005122,2025-03-01,CU00970,T000132,S001,1953,3340
TR005123,2024-12-25,CU01335,T000625,S009,587,1588
TR005124,2024-10-28,CU01427,T000601,S012,40,1553
TR005125,2025-04-07,CU00676,T000673,S011,902,1901
TR005126,2025-06-08,CU00659,T000334,S013,273,8184
TR005127,2024-11-27,CU00903,T001099,S001,1444,4659
TR005128,2024-08-30,CU00666,T000036,S019,1094,6340
TR005129,2025-02-13,CU01487,T000778,S004,829,7917
TR005130,2025-06-10,CU00367,T000223,S005,623,1615
TR005131,2025-01-05,CU00550,T000530,S017,458,8315
