ID_Usuario,Canal,Fecha,TiempoSesion
C00109,Cajero Virtual,2024-12-28,1921
C00180,Cajero Virtual,2024-09-26,1696
C00132,Cajero Virtual,2024-10-16,2208
C00519,Web,2025-05-09,1075
C00994,App,2024-08-15,1654
C00852,Web,2024-12-24,3352
C00455,App,2025-02-01,2220
C00408,Web,2024-10-03,3029
C00661,Cajero Virtual,2024-07-31,2380
C00185,App,2025-02-08,1620
C00457,Web,2025-02-26,3365
C00915,Cajero Virtual,2024-08-26,1876
C00980,Web,2025-01-23,2114
C00505,App,2025-02-26,3342
C00668,App,2024-12-21,3416
C00928,App,2025-01-07,2014
C00510,Web,2024-10-12,271
C00290,Cajero Virtual,2024-11-03,1085
C00245,App,2024-11-06,2737
C00784,Web,2024-10-16,1890
C00038,Cajero Virtual,2024-10-03,629
C00115,App,2025-03-26,1160
C00498,Web,2024-12-26,1002
C00337,Cajero Virtual,2024-07-21,2307
C00459,Web,2025-01-08,1280
C00119,Cajero Virtual,2025-06-06,2379
C00644,Web,2024-09-16,3465
C00056,App,2024-07-01,2831
C00424,App,2024-11-12,1568
C00120,Cajero Virtual,2025-06-22,1278
C00050,Cajero Virtual,2024-10-06,2038
C00365,Cajero Virtual,2025-06-10,2315
C00373,Cajero Virtual,2024-07-27,1923
C00936,Cajero Virtual,2025-04-20,794
C00362,Cajero Virtual,2025-04-15,1031
C00082,App,2025-06-09,860
C00882,Cajero Virtual,2025-01-13,439
C00561,App,2024-07-25,551
C00048,Cajero Virtual,2024-12-20,2052
C00646,App,2024-12-15,1566
C00238,Cajero Virtual,2025-02-08,678
C00992,Cajero Virtual,2025-06-03,2355
C00382,Web,2025-06-14,462
C00389,App,2024-11-12,1572
C00335,App,2025-02-27,3423
C00685,Cajero Virtual,2024-12-02,1523
C00912,Cajero Virtual,2025-04-06,1235
C00880,App,2024-12-01,1137
C00657,Web,2025-02-10,117
C00187,Cajero Virtual,2025-03-17,1340
C00120,Web,2024-11-16,563
C00696,Cajero Virtual,2024-07-10,3020
C00357,App,2024-08-23,1457
C00363,Web,2024-09-07,3087
C00591,Cajero Virtual,2025-06-21,2249
C00163,Cajero Virtual,2024-08-17,3419
C00008,App,2024-10-02,124
C00611,App,2025-04-30,156
C00317,App,2024-08-23,409
C00868,App,2025-01-21,3280
C00027,App,2024-08-24,466
C00974,Cajero Virtual,2024-07-17,754
C00887,App,2025-05-17,1188
C00983,Cajero Virtual,2025-01-03,772
C00276,App,2024-11-12,1301
C00825,App,2024-10-03,2885
C00966,App,2024-07-11,1004
C00472,App,2024-07-25,2798
C00791,Web,2025-03-08,394
C00868,App,2025-03-17,2098
C00716,Cajero Virtual,2025-03-31,2773
C00898,Web,2024-12-24,1802
C00923,Web,2025-02-28,144
C00672,App,2024-08-10,166
C00477,App,2025-02-09,3139
C00178,Web,2024-12-20,1044
C00704,Web,2024-09-12,2671
C00552,Web,2025-03-18,69
C00360,App,2025-03-25,2502
C00236,App,2025-06-08,25
C00033,Cajero Virtual,2025-04-18,2358
C00541,Web,2024-11-08,12
C00545,Cajero Virtual,2024-07-04,577
C00100,Cajero Virtual,2024-07-09,2742
C00657,Web,2025-01-07,234
C00330,Cajero Virtual,2025-05-22,2883
C00065,Cajero Virtual,2024-10-11,917
C00122,App,2024-09-17,3205
C00555,Web,2025-05-18,1722
C00959,App,2025-03-09,591
C00885,Cajero Virtual,2024-08-23,1668
C00721,App,2024-07-10,1299
C00476,App,2024-07-13,2897
C00742,App,2024-07-08,1847
C00127,Cajero Virtual,2024-08-19,1853
C00868,Cajero Virtual,2024-10-02,1736
C00186,App,2025-05-22,613
C00749,App,2024-08-11,152
C00091,Cajero Virtual,2025-01-06,3524
C00555,Cajero Virtual,2025-05-03,2264
C00933,Cajero Virtual,2024-06-28,659
C00046,Cajero Virtual,2025-01-28,310
C00025,App,2025-02-06,3305
C00866,Web,2025-04-17,3565
C00707,Web,2024-08-16,149
C00349,Web,2024-12-24,2385
C00611,Web,2025-04-16,3528
C00768,Cajero Virtual,2025-06-09,1503
C00873,App,2025-03-30,2555
C00435,Cajero Virtual,2025-04-21,3347
C00330,Web,2024-12-29,3019
C00885,Web,2025-01-02,1205
C00294,Cajero Virtual,2025-02-27,3054
C00246,Web,2025-02-12,2482
C00166,Web,2025-02-19,3223
C00257,Web,2024-08-08,1820
C00822,Cajero Virtual,2025-02-13,3543
C00961,App,2024-12-25,2252
C00352,Web,2025-02-01,464
C00790,Web,2025-03-24,974
C00189,Web,2024-11-11,327
C00698,App,2025-03-01,149
C00694,App,2025-05-26,1301
C00275,Web,2024-09-17,35
C00739,Web,2025-05-31,1902
C00966,App,2025-03-31,3288
C00034,Cajero Virtual,2025-01-13,1
C00719,Web,2024-09-07,2516
C00556,App,2024-07-02,2652
C00885,Cajero Virtual,2024-10-26,2514
C00490,Web,2024-11-13,2499
C00499,App,2025-01-17,2651
C00245,Cajero Virtual,2025-05-21,2118
C00254,Cajero Virtual,2024-07-17,1668
C00109,Cajero Virtual,2025-04-18,2305
C00323,Cajero Virtual,2025-01-03,1941
C00114,Web,2024-07-12,2915
C00948,App,2025-05-05,1021
C00485,Web,2024-10-09,92
C00278,App,2025-02-07,594
C00749,Web,2024-12-22,2420
C00029,Cajero Virtual,2024-09-24,2941
C00398,Web,2024-12-10,2147
C00222,Web,2025-02-21,2558
C00318,App,2024-12-13,1589
C00271,App,2025-04-16,1877
C00754,Web,2024-10-20,986
C00989,Cajero Virtual,2025-01-09,3579
C00398,Cajero Virtual,2025-04-07,969
C00883,App,2025-06-16,3415
C00451,Web,2025-01-23,962
C00918,Cajero Virtual,2025-03-11,1987
C00609,Cajero Virtual,2025-01-10,246
C00343,Web,2025-04-16,2849
C00381,Cajero Virtual,2024-12-01,3544
C00376,App,2024-09-15,279
C00775,App,2025-01-10,2822
C00340,Cajero Virtual,2025-02-02,853
C00007,App,2024-08-14,3582
C00273,Web,2025-02-11,431
C00288,Cajero Virtual,2024-11-12,2490
C00893,Cajero Virtual,2024-12-05,1285
C00847,Cajero Virtual,2025-04-20,1279
C00717,Web,2024-09-08,3533
C00184,Web,2025-04-03,2313
C00830,Cajero Virtual,2024-07-26,2563
C00570,App,2025-03-29,2493
C00623,Web,2024-08-23,2271
C00186,Cajero Virtual,2024-10-06,2810
C00643,Web,2024-11-10,2240
C00601,Web,2025-03-20,2606
C00480,App,2025-06-07,3512
C00848,Cajero Virtual,2024-09-24,807
C00630,Web,2025-03-24,269
C00257,Web,2024-12-25,3113
C00504,Web,2024-10-08,2699
C00110,Cajero Virtual,2025-01-04,2089
C00579,Cajero Virtual,2025-04-29,3403
C00148,App,2025-02-11,1199
C00732,Cajero Virtual,2025-02-14,433
C00214,Cajero Virtual,2024-07-24,3521
C00996,Cajero Virtual,2024-12-02,803
C00574,Cajero Virtual,2024-09-09,2039
C00568,Cajero Virtual,2025-04-24,931
C00437,Web,2025-05-31,2371
C00961,App,2024-11-12,900
C00824,Cajero Virtual,2025-02-06,1304
C00334,Web,2025-06-17,1118
C00429,Cajero Virtual,2025-01-07,2912
C00847,Cajero Virtual,2025-05-08,2929
C00096,Web,2025-01-27,2388
C00658,Cajero Virtual,2024-09-07,2468
C00048,Cajero Virtual,2024-08-12,1229
C00806,Web,2025-06-20,568
C00278,App,2024-12-26,743
C00976,App,2025-01-02,2308
C00203,App,2024-10-31,2780
C00199,Cajero Virtual,2024-10-11,2728
C00508,App,2024-09-15,683
C00329,App,2025-05-17,3059
C00897,App,2024-10-01,1850
C00938,Cajero Virtual,2024-08-19,1415
C00893,App,2024-08-23,1302
C00124,Web,2024-09-17,1796
C00200,Cajero Virtual,2025-01-03,896
C00075,Web,2024-12-18,932
C00965,Web,2024-07-25,481
C00157,App,2024-08-08,1475
C00134,Cajero Virtual,2025-02-07,291
C00312,App,2024-10-01,2849
C00120,App,2025-01-17,2695
C00012,App,2025-01-26,2153
C00747,Cajero Virtual,2024-10-06,1975
C00807,Web,2024-11-13,1401
C00967,Web,2024-11-10,190
C00620,App,2024-07-07,1219
C00908,App,2024-09-02,1600
C00545,Cajero Virtual,2025-03-15,377
C00120,Web,2025-06-14,2731
C00768,App,2025-04-22,1042
C00083,App,2024-12-30,259
C00693,Cajero Virtual,2024-12-29,827
C00228,App,2024-10-02,2420
C00787,Web,2024-10-12,1726
C00186,Web,2024-10-20,1831
C00853,Cajero Virtual,2024-06-29,3035
C00211,Cajero Virtual,2024-07-18,2880
C00761,App,2024-09-08,3017
C00896,App,2024-09-09,2641
C00043,Web,2025-06-05,2108
C00509,App,2025-02-02,2153
C00073,Cajero Virtual,2025-02-09,1450
C00941,Web,2025-05-31,2925
C00854,Web,2025-05-10,3333
C00019,App,2025-02-20,1791
C00165,Cajero Virtual,2024-11-28,3118
C00267,Cajero Virtual,2025-04-22,644
C00440,Cajero Virtual,2024-08-26,3598
C00128,App,2024-08-30,1501
C00921,App,2024-07-18,2315
C00867,Web,2024-07-25,956
C00453,Web,2025-06-28,1558
C00301,Web,2025-05-03,3178
C00318,Cajero Virtual,2025-02-01,3589
C00863,Web,2025-04-29,1717
C00654,App,2024-07-29,3468
C00973,App,2024-10-25,1173
C00034,Cajero Virtual,2025-05-10,2328
C00098,App,2024-08-23,525
C00210,Web,2025-05-23,2912
C00316,Cajero Virtual,2024-10-09,2074
C00320,App,2025-05-03,2600
C00710,App,2025-04-02,1306
C00435,Cajero Virtual,2024-11-16,1508
C00256,App,2024-10-29,1965
C00554,Cajero Virtual,2024-07-10,798
C00405,Cajero Virtual,2025-06-02,3136
C00616,App,2025-02-15,2159
C00901,App,2024-09-09,3160
C00834,App,2024-08-01,422
C00454,App,2025-01-10,905
C00882,App,2024-08-30,726
C00189,Web,2025-05-29,1464
C00904,Web,2025-03-18,3200
C00834,Cajero Virtual,2025-03-07,2342
C00855,Cajero Virtual,2024-09-15,1173
C00574,App,2025-01-29,3399
C00916,Web,2025-04-10,1164
C00388,App,2024-08-10,2852
C00143,Cajero Virtual,2025-02-12,1146
C00222,Cajero Virtual,2025-03-13,3595
C00440,Cajero Virtual,2025-05-01,384
C00532,Cajero Virtual,2024-10-30,1987
C00280,Cajero Virtual,2025-01-13,2331
C00777,Web,2024-09-30,2812
C00248,App,2025-04-15,1471
C00116,App,2024-11-26,967
C00405,Cajero Virtual,2025-03-06,2242
C00998,Web,2025-04-03,842
C00255,Cajero Virtual,2024-09-30,1617
C00297,Web,2025-06-07,619
C00525,Web,2024-09-13,1020
C00901,Cajero Virtual,2025-05-08,1954
C00960,Cajero Virtual,2024-08-31,206
C00558,App,2025-02-25,639
C00334,App,2025-05-26,64
C00754,Web,2024-08-04,3089
C00071,Web,2024-06-29,1459
C00966,Cajero Virtual,2024-07-14,3177
C00059,Web,2024-08-14,3512
C00716,App,2025-04-19,1712
C00051,Cajero Virtual,2025-06-25,228
C00016,App,2025-02-22,702
C00504,App,2025-02-23,395
C00051,Cajero Virtual,2024-07-19,1237
C00736,Web,2024-09-10,2781
C00128,App,2025-06-24,1860
C00170,App,2025-06-08,1698
C00779,Web,2025-03-29,2346
C00580,App,2024-11-28,1449
C00633,App,2025-03-23,1021
C00989,Cajero Virtual,2024-08-23,2809
C00180,Cajero Virtual,2025-02-11,2750
C00738,Web,2025-04-22,3473
C00969,App,2025-03-27,2572
C00906,App,2024-08-23,553
C00328,Web,2024-10-22,1422
C00703,Web,2025-06-17,1284
C00932,Web,2024-11-05,2174
C00992,Cajero Virtual,2025-06-20,2274
C00301,Web,2025-06-22,2770
C00251,App,2025-05-29,333
C00518,App,2024-07-27,330
C00262,Web,2024-08-17,2958
C00091,App,2024-10-16,1289
C00194,Cajero Virtual,2024-08-02,2219
C00329,Cajero Virtual,2024-07-03,2964
C00064,App,2024-08-12,2049
C00294,Cajero Virtual,2025-04-23,876
C00965,Cajero Virtual,2025-03-17,2909
C00226,Cajero Virtual,2024-07-29,1745
C00445,Web,2024-11-04,2289
C00334,Web,2024-10-12,584
C00970,Cajero Virtual,2025-04-17,601
C00063,App,2025-06-18,2068
C00879,Cajero Virtual,2025-06-05,1339
C00497,Cajero Virtual,2024-08-21,2521
C00583,App,2025-01-31,2005
C00532,Cajero Virtual,2025-06-09,2189
C00459,Web,2025-01-10,3405
C00333,Web,2024-11-16,687
C00245,Cajero Virtual,2024-12-18,2098
C00064,App,2024-12-04,1630
C00977,App,2025-01-06,1485
C00805,Web,2024-11-03,1704
C00876,Web,2024-11-15,391
C00932,Web,2024-12-20,1079
C00737,App,2025-05-06,3123
C00266,Web,2025-01-24,490
C00162,App,2025-05-15,1356
C00045,App,2025-02-14,1922
C00831,App,2024-10-26,270
C00781,Cajero Virtual,2025-01-17,362
C00025,Cajero Virtual,2025-01-11,145
C00895,Web,2024-09-16,589
C00300,Cajero Virtual,2025-05-20,1153
C00225,App,2025-05-23,375
C00074,App,2024-09-26,3577
C00116,Web,2024-12-22,1647
C00152,App,2025-06-26,3073
C00581,Cajero Virtual,2025-03-20,3439
C00714,Cajero Virtual,2024-07-05,2586
C00999,Cajero Virtual,2025-06-08,1652
C00815,App,2025-01-10,3567
C00091,Web,2025-04-07,1198
C00562,App,2025-03-27,3597
C00884,Web,2024-11-05,3106
C00932,Cajero Virtual,2024-12-24,318
C00289,Cajero Virtual,2025-01-21,585
C00092,Cajero Virtual,2024-07-29,2611
C00872,App,2025-03-07,3283
C00747,Cajero Virtual,2024-09-01,1751
C00387,Web,2024-12-01,2601
C00415,App,2024-10-19,311
C00828,Web,2024-10-17,2972
C00541,Cajero Virtual,2024-09-02,94
C00172,App,2024-10-19,189
C00685,App,2025-03-09,647
C00372,App,2025-04-23,1742
C00498,Web,2024-07-27,3586
C00236,Cajero Virtual,2025-03-01,2252
C00042,App,2024-12-03,1515
C00149,Cajero Virtual,2025-05-18,1692
C00800,Web,2025-02-05,2102
C00924,Web,2025-06-23,3548
C00725,Web,2024-11-10,972
C00687,Web,2025-03-23,94
C00611,App,2024-07-14,2362
C00478,App,2024-07-27,1967
C00120,App,2025-02-23,360
C00815,App,2024-07-12,2216
C00529,App,2024-11-16,982
C00541,Cajero Virtual,2025-05-28,1810
C00048,Cajero Virtual,2024-12-08,398
C00386,Web,2025-05-07,537
C00801,Cajero Virtual,2025-01-18,394
C00128,Cajero Virtual,2025-01-20,1380
C00502,Cajero Virtual,2025-06-22,48
C00447,App,2025-04-10,1456
C00580,Cajero Virtual,2024-11-15,2749
C00039,Web,2024-10-26,2101
C00473,App,2024-11-06,2289
C00133,Web,2024-11-21,2953
C00119,Web,2024-07-21,3467
C00324,Cajero Virtual,2024-07-11,3099
C00052,App,2024-08-19,3131
C00948,Web,2024-08-29,1210
C00925,Cajero Virtual,2025-04-12,1165
C00933,Web,2024-09-01,961
C00136,Cajero Virtual,2024-10-17,2023
C00404,App,2024-10-24,1081
C00759,App,2024-08-24,450
C00169,Web,2024-09-06,1130
C00582,App,2025-01-24,3352
C00548,Cajero Virtual,2024-12-14,3540
C00800,Web,2025-06-23,433
C00517,Web,2024-12-28,1704
C00360,App,2024-07-28,847
C00660,Web,2024-10-04,1782
C00237,Web,2024-09-05,3014
C00068,App,2024-07-17,3412
C00743,App,2025-03-18,1750
C00150,App,2025-06-09,1538
C00481,App,2025-06-27,1974
C00415,Cajero Virtual,2025-06-21,1423
C00937,App,2024-08-04,2914
C00221,App,2025-04-27,2230
C00261,Web,2024-09-05,1326
C00266,Cajero Virtual,2024-07-13,183
C00459,Cajero Virtual,2025-03-23,1534
C00626,Cajero Virtual,2025-06-15,1119
C00677,App,2024-07-12,3486
C00056,App,2025-05-14,156
C00854,Cajero Virtual,2024-07-24,1716
C00408,App,2024-08-29,2145
C00469,App,2025-03-25,937
C00868,App,2024-12-07,1393
C00762,App,2024-10-22,789
C00243,App,2025-03-06,2286
C00912,Web,2024-10-24,2061
C00514,App,2024-10-18,1325
C00655,Web,2025-05-29,858
C00169,App,2025-01-29,182
C00575,Web,2025-01-23,1939
C00433,Web,2024-08-03,1179
C00666,Cajero Virtual,2024-12-11,763
C00862,Cajero Virtual,2024-06-29,1415
C00767,App,2024-09-29,2841
C00578,Web,2025-04-08,2225
C00886,App,2024-08-21,2920
C00285,Cajero Virtual,2025-05-10,2980
C00454,Web,2024-08-04,583
C00188,Web,2024-09-28,2935
C00705,Cajero Virtual,2024-07-26,1944
C00296,App,2024-09-26,881
C00523,Cajero Virtual,2024-09-23,2117
C00692,App,2024-12-05,308
C00382,App,2024-07-31,1700
C00343,Web,2024-07-11,3039
C00602,Cajero Virtual,2025-03-21,2739
C00223,App,2024-12-10,2101
C00335,Web,2024-08-06,2264
C00457,Cajero Virtual,2024-08-11,714
C00448,Cajero Virtual,2025-01-18,2086
C00738,Web,2024-11-13,1452
C00615,App,2025-03-15,3057
C00337,Web,2024-11-20,3333
C00355,Cajero Virtual,2025-06-11,1398
C00356,Web,2025-05-03,2079
C00899,Web,2024-10-02,2441
C00232,Cajero Virtual,2025-05-01,800
C00267,Web,2024-11-03,425
C00796,Cajero Virtual,2024-07-30,1029
C00190,App,2025-03-03,691
C00048,Cajero Virtual,2024-11-23,3126
C00284,Web,2025-02-13,3576
C00814,Web,2024-12-15,3580
C00960,Cajero Virtual,2025-04-30,2828
C00055,Cajero Virtual,2024-11-06,3525
C00339,Cajero Virtual,2025-05-16,200
C00119,App,2024-11-22,1297
C00002,App,2025-02-17,776
C00224,Web,2025-03-03,226
C00748,Web,2024-07-11,471
C00203,Cajero Virtual,2024-12-11,2066
C00656,Cajero Virtual,2025-02-22,1779
C00011,Web,2025-01-21,629
C00259,Web,2025-05-19,2058
C00951,App,2025-05-07,3111
C00298,App,2024-11-21,41
C00669,App,2024-11-27,2668
C00197,Cajero Virtual,2025-03-23,2092
C00604,App,2025-06-05,2245
C00415,Web,2025-06-14,299
C00333,Cajero Virtual,2025-04-28,209
C00153,Cajero Virtual,2024-07-22,1967
C00376,App,2024-07-17,459
C00134,App,2024-11-11,879
C00956,Web,2025-06-04,1712
C00116,Cajero Virtual,2025-04-18,1811
C00067,App,2024-08-15,789
C00662,App,2024-07-06,3308
C00256,App,2024-12-15,2563
C00553,Cajero Virtual,2025-02-09,3432
C00693,Web,2024-09-18,383
C00188,Cajero Virtual,2024-09-26,1451
C00039,Web,2025-01-12,3416
C00823,App,2025-06-08,1278
C00480,App,2024-12-25,2596
C00926,Web,2025-06-14,507
C00327,App,2024-07-22,3590
C00729,Web,2024-07-10,330
C00130,Web,2024-09-28,3055
C00776,Cajero Virtual,2024-10-25,2536
C00626,Web,2025-05-17,814
C00063,Web,2025-01-09,2530
C00955,App,2024-11-04,2520
C00097,App,2024-10-31,1943
C00412,Web,2024-12-01,1020
C00842,Cajero Virtual,2024-09-17,3509
C00934,Web,2024-08-12,1446
C00530,Web,2024-10-02,1023
C00446,App,2024-07-04,1186
C00717,Web,2024-10-02,434
C00725,Web,2025-01-24,1583
C00609,Web,2025-01-22,1828
C00791,App,2025-05-25,16
C00961,App,2025-04-22,3031
C00236,App,2025-06-02,620
C00892,Web,2025-06-27,689
C00680,App,2024-08-23,2113
C00572,Cajero Virtual,2025-04-10,575
C00085,Web,2025-04-18,820
C00773,Cajero Virtual,2025-02-11,2121
C00355,App,2024-10-19,2252
C00402,Cajero Virtual,2024-12-20,2302
C00166,Web,2025-02-21,2661
C00228,App,2024-12-26,1553
C00367,Cajero Virtual,2024-11-24,2243
C00925,Web,2025-06-15,2299
C00410,App,2025-02-04,2598
C00060,Cajero Virtual,2025-03-13,3357
C00164,Web,2024-12-27,1567
C00230,Web,2025-04-28,3555
C00882,Cajero Virtual,2025-01-10,955
C00594,App,2025-04-10,2358
C00157,App,2025-04-25,1205
C00927,Web,2024-10-14,1818
C00703,Cajero Virtual,2025-04-23,653
C00874,Cajero Virtual,2024-11-01,3317
C00909,Web,2025-05-27,2489
C00756,Web,2024-09-18,275
C00374,Cajero Virtual,2025-03-02,1248
C00242,Cajero Virtual,2024-10-13,1391
C00734,App,2024-09-21,539
C00967,App,2025-02-16,1274
C00891,Cajero Virtual,2024-07-07,2791
C00168,Web,2024-10-23,13
C00121,Cajero Virtual,2024-07-21,3380
C00966,Cajero Virtual,2024-07-07,610
C00002,Web,2024-09-23,2240
C00118,Cajero Virtual,2024-12-05,698
C00648,Web,2024-10-15,2067
C00842,Web,2025-02-16,2387
C00639,Cajero Virtual,2025-03-27,2819
C00753,Cajero Virtual,2025-01-25,579
C00507,Cajero Virtual,2025-06-25,2074
C00374,Cajero Virtual,2025-01-13,3078
C00108,Web,2024-07-04,3213
C00299,App,2024-10-14,1774
C00433,Web,2025-05-17,1051
C00112,Web,2024-08-08,2153
C00406,Cajero Virtual,2024-10-20,3594
C00970,App,2025-02-12,2832
C00500,App,2024-08-17,3351
C00675,App,2025-06-06,2351
C00787,Web,2024-07-11,1036
C00900,Cajero Virtual,2024-09-19,1692
C00019,Web,2025-05-07,3149
C00745,App,2025-06-18,3090
C00020,App,2025-01-30,2690
C00753,Cajero Virtual,2024-12-28,174
C00772,Web,2025-01-24,1425
C00561,Web,2025-03-29,3159
C00506,Cajero Virtual,2024-10-07,3415
C00154,Web,2025-03-03,449
C00515,App,2025-01-30,2102
C00820,Cajero Virtual,2025-04-30,1451
C00478,Web,2025-04-17,78
C00384,Web,2025-06-17,1740
C00804,Web,2024-12-30,2487
C00681,Cajero Virtual,2025-05-02,782
C00198,Web,2025-04-15,3569
C00179,Cajero Virtual,2025-05-28,172
C00615,Cajero Virtual,2024-07-13,2598
C00731,App,2025-06-19,2409
C00528,App,2024-08-06,2284
C00047,Web,2024-12-11,433
C00848,Cajero Virtual,2024-07-08,1040
C00558,Cajero Virtual,2025-05-09,2786
C00612,Web,2025-03-01,850
C00183,Web,2024-09-19,1520
C00354,App,2024-09-10,1610
C00487,Web,2025-06-19,1235
C00216,Web,2025-06-20,1860
C00892,App,2024-08-09,1351
C00423,Web,2024-07-18,2675
C00646,App,2024-07-14,2295
C00852,Web,2024-08-04,549
C00829,App,2025-01-31,965
C00009,Web,2024-08-12,3575
C00213,Web,2024-09-28,167
C00139,Cajero Virtual,2025-04-25,3513
C00734,Cajero Virtual,2024-09-06,2401
C00321,App,2024-07-08,2751
C00091,Web,2024-09-26,3171
C00890,App,2025-06-22,1648
C00315,Cajero Virtual,2025-04-21,3190
C00112,App,2025-05-12,1593
C00113,Web,2025-03-12,353
C00710,Cajero Virtual,2025-05-26,2622
C00374,Cajero Virtual,2024-07-06,1525
C00263,Web,2025-06-25,1063
C00368,App,2024-07-23,3402
C00378,Web,2025-03-30,2371
C00829,App,2024-09-02,3006
C00825,Web,2024-09-23,1522
C00854,Web,2025-01-01,2077
C00674,Web,2024-07-24,739
C00596,Web,2024-10-14,543
C00557,App,2024-09-27,1340
C00045,App,2025-05-30,1575
C00271,Cajero Virtual,2024-09-29,3585
C00495,App,2024-11-28,568
C00905,App,2024-10-27,3539
C00722,Cajero Virtual,2024-09-29,2917
C00686,Cajero Virtual,2024-11-02,2746
C00247,App,2024-10-11,1941
C00174,App,2024-07-05,2247
C00036,App,2024-09-28,683
C00302,Cajero Virtual,2025-03-20,1761
C00810,App,2025-03-16,2230
C00158,App,2024-10-15,2178
C00651,Cajero Virtual,2024-11-29,1678
C00886,Cajero Virtual,2025-06-07,2179
C00033,Web,2024-08-31,2702
C00763,Cajero Virtual,2024-07-28,1029
C00382,Web,2025-06-11,2897
C00878,App,2024-08-03,2215
C00424,Cajero Virtual,2024-10-04,385
C00838,Cajero Virtual,2025-05-25,1579
C00683,App,2025-06-04,3164
C00622,App,2024-06-30,742
C00679,Cajero Virtual,2025-01-01,1776
C00637,Web,2024-08-08,2235
C00726,Web,2025-02-16,1614
C00295,App,2025-02-05,3537
C00693,Cajero Virtual,2025-04-25,558
C00595,Web,2024-07-11,1543
C00982,Cajero Virtual,2024-09-07,1706
C00415,Cajero Virtual,2025-01-09,115
C00874,App,2024-06-28,3335
C00319,Cajero Virtual,2024-10-31,1967
C00025,App,2025-02-28,3067
C00758,Web,2025-02-21,1368
C00553,App,2025-05-29,858
C00434,App,2024-10-14,3022
C00059,Cajero Virtual,2025-01-13,239
C00177,Web,2024-07-24,1811
C00542,App,2025-02-04,2357
C00045,Cajero Virtual,2025-01-28,1882
C00452,App,2024-09-27,2064
C00309,App,2024-07-09,62
C00154,App,2025-05-31,706
C00967,Web,2025-05-01,3393
C00552,Cajero Virtual,2025-01-29,3440
C00140,Web,2025-03-17,3507
C00769,Cajero Virtual,2024-08-22,292
C00582,Web,2024-10-06,3235
C00385,App,2025-01-05,747
C00648,Cajero Virtual,2025-04-27,2840
C00748,Web,2024-10-26,241
C00624,Web,2024-10-08,1349
C00033,App,2025-02-21,3447
C00708,App,2024-07-09,925
C00371,Web,2024-11-17,1153
C00178,Cajero Virtual,2024-07-25,953
C00360,Web,2024-08-16,3195
C00646,Web,2024-12-11,1673
C00956,Web,2024-08-28,1488
C00703,Cajero Virtual,2024-10-28,2575
C00436,Web,2024-06-29,1866
C00899,Web,2024-10-26,3301
C00847,Web,2024-11-15,3216
C00966,Cajero Virtual,2025-02-13,742
C00006,App,2024-12-26,176
C00805,App,2024-10-12,2852
C00691,Web,2025-06-04,2806
C00795,App,2025-01-29,1077
C00618,Web,2025-03-03,335
C00942,App,2024-08-07,899
C00758,Cajero Virtual,2024-12-30,659
C00837,App,2025-02-03,1577
C00891,App,2024-07-30,2341
C00231,Cajero Virtual,2025-06-28,3312
C00401,App,2025-02-09,443
C00727,Web,2025-05-31,1731
C00785,Cajero Virtual,2025-06-16,1160
C00617,Cajero Virtual,2024-10-31,2648
C00886,Cajero Virtual,2025-01-16,766
C00023,Cajero Virtual,2024-08-11,1725
C00807,Cajero Virtual,2025-04-30,803
C00161,Cajero Virtual,2025-05-16,912
C00194,Web,2024-10-07,71
C00266,App,2024-10-14,1769
C00083,Web,2025-05-20,2979
C00168,Cajero Virtual,2025-05-07,3080
C00841,App,2025-02-17,956
C00655,Cajero Virtual,2025-03-02,2828
C00555,Cajero Virtual,2024-09-29,3505
C00344,App,2024-10-29,3068
C00012,Web,2025-02-22,2926
C00534,Cajero Virtual,2024-07-16,336
C00530,App,2024-11-07,2675
C00450,App,2025-05-01,1860
C00574,App,2025-06-20,419
C00701,Cajero Virtual,2025-02-12,1325
C00956,Cajero Virtual,2024-08-19,237
C00591,Cajero Virtual,2024-10-11,1853
C00490,Cajero Virtual,2025-05-27,2016
C00167,Cajero Virtual,2024-09-01,506
C00969,Cajero Virtual,2024-09-26,981
C00662,Web,2025-02-05,399
C00465,Cajero Virtual,2024-07-05,2659
C00910,Cajero Virtual,2025-04-24,3395
C00735,App,2025-06-25,3003
C00617,Cajero Virtual,2024-07-02,2
C00766,App,2024-10-04,3257
C00007,Cajero Virtual,2024-07-25,16
C00163,Web,2024-12-14,279
C00802,Cajero Virtual,2025-05-02,1375
C00195,Cajero Virtual,2024-09-29,2418
C00319,Cajero Virtual,2025-01-02,1577
C00130,Web,2025-01-12,963
C00109,Web,2024-12-02,2935
C00219,Web,2025-02-14,378
C00506,App,2025-01-07,1079
C00429,Cajero Virtual,2025-01-13,2256
C00831,Web,2025-01-13,2180
C00642,App,2025-06-02,1390
C00244,Web,2025-02-23,1380
C00438,App,2024-10-21,1820
C00307,Web,2025-01-05,2226
C00809,App,2025-03-07,3314
C00901,Web,2025-01-03,754
C00597,Web,2025-01-12,1308
C00255,Cajero Virtual,2025-03-30,1659
C00327,App,2024-07-09,437
C00409,Cajero Virtual,2025-03-09,3011
C00749,App,2024-11-30,1818
C00001,Web,2024-08-18,679
C00777,Cajero Virtual,2025-01-16,525
C00194,Web,2025-06-28,2119
C00963,Web,2024-08-14,54
C00364,App,2025-06-04,2061
C00869,Web,2024-12-06,1400
C00122,Cajero Virtual,2024-08-27,1284
